time_sec,time_min,run_id,phase,event_marker,event_zone,team_state,team_state_label,fist_leader_state,fso_state,jtac_state,foa_state,fom_state
47,0.7833,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,1,0,3,0,0
48,0.8,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,1,0,0,4,0
49,0.8167,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,0,3,0,0
50,0.8333,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,0,0,0,0
51,0.85,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,0,0,0,0
52,0.8667,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,2,1,4,0,0
53,0.8833,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,2,3,0,1
54,0.9,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,2,0,0,0,0
55,0.9167,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,2,0,3,0,0
56,0.9333,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,0,0,0,0
57,0.95,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,0,4,0,0
58,0.9667,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,2,0,0,4,0
59,0.9833,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,0,1,3,0
60,1.0,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,0,3,0,0
61,1.0167,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,4,3,0,0
62,1.0333,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,0,3,0,0
63,1.05,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,0,0,0,0
64,1.0667,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,2,1,0,0,0
65,1.0833,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,1,0,0,0
66,1.1,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,1,0,0,0,3
67,1.1167,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,2,0,0,0,0
68,1.1333,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,0,3,0,4
69,1.15,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,2,0,0,0,0
70,1.1667,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,2,0,0,0,0
71,1.1833,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,3,0,0,0,0
72,1.2,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,0,0,0,0
73,1.2167,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,0,3,0,0
74,1.2333,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,0,0,0,0
75,1.25,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,1,3,0,0
76,1.2667,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,2,0,0,1,2
77,1.2833,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,0,3,0,0
78,1.3,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,0,3,0,0
79,1.3167,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,1,0,0,0
80,1.3333,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,0,0,0,0
81,1.35,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,0,0,0,0
82,1.3667,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,0,3,0,3
83,1.3833,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,4,0,0,0,0
84,1.4,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,1,0,0,0
85,1.4167,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,2,0,1,0,0
86,1.4333,synthetic_seed42_n900_event450,orientation,,False,1,planning,2,1,1,0,0
87,1.45,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,1,4,3,0
88,1.4667,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,2,1,0,0,0
89,1.4833,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,2,2,0,0,0
90,1.5,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,2,1,0,0,0
91,1.5167,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,1,0,0,0
92,1.5333,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,1,0,0,0
93,1.55,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,2,0,0,0,0
94,1.5667,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,2,0,0,0
95,1.5833,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,0,3,0,0
96,1.6,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,0,0,1,0
97,1.6167,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,2,0,4,0,0
98,1.6333,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,0,0,0,0
99,1.65,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,0,0,0,0
100,1.6667,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,0,0,0,0
101,1.6833,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,0,0,0,0
102,1.7,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,0,0,0,0
103,1.7167,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,0,3,0,1
104,1.7333,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,1,0,0,0
105,1.75,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,1,0,0,0
106,1.7667,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,0,0,0,0
107,1.7833,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,0,0,0,0
108,1.8,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,0,0,0,0
109,1.8167,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,2,1,3,0,0
110,1.8333,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,0,3,0,1
111,1.85,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,1,0,0,0
112,1.8667,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,0,0,0,3
113,1.8833,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,1,0,0,0
114,1.9,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,0,0,0,0
115,1.9167,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,0,3,0,3
116,1.9333,synthetic_seed42_n900_event450,orientation,,False,2,coordinating,1,2,3,0,2
117,1.95,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,0,2,0,0
118,1.9667,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,0,2,0,1
119,1.9833,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,2,0,0,0,2
120,2.0,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,0,0,0,0
121,2.0167,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,0,0,0,0
122,2.0333,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,4,0,0,0
123,2.05,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,1,1,0,0,0
124,2.0667,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,1,3,2,0
125,2.0833,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,1,0,0,0
126,2.1,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,1,3,0,0
127,2.1167,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,1,0,0,0
128,2.1333,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,0,3,0,0
129,2.15,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,0,0,0,2
130,2.1667,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,1,0,2,0
131,2.1833,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,4,0,4,0
132,2.2,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,0,3,0,0
133,2.2167,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,0,2,0,0
134,2.2333,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,1,0,0,0
135,2.25,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,1,3,0,0
136,2.2667,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,1,0,0,0
137,2.2833,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,2,0,0,0,0
138,2.3,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,2,0,0,0,0
139,2.3167,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,0,2,0,0
140,2.3333,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,1,0,0,0
141,2.35,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,4,3,0,0
142,2.3667,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,1,3,0,0
143,2.3833,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,1,0,0,0,0
144,2.4,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,2,1,0,0,0
145,2.4167,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,1,0,0,0
146,2.4333,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,0,3,0,0
147,2.45,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,0,3,0,0
148,2.4667,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,1,3,0,0
149,2.4833,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,2,1,0,0,0
150,2.5,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,3,0,0,0,3
151,2.5167,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,2,0,0,0,0
152,2.5333,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,2,1,0,0,0
153,2.55,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,0,3,0,0
154,2.5667,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,0,0,0,0
155,2.5833,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,4,0,3,0,0
156,2.6,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,0,0,0,0
157,2.6167,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,1,3,1,0
158,2.6333,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,0,0,0,0
159,2.65,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,0,0,0,0
160,2.6667,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,0,3,0,0
161,2.6833,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,2,0,4,0,0
162,2.7,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,0,3,0,1
163,2.7167,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,3,0,0,0,0
164,2.7333,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,4,1,3,0,0
165,2.75,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,0,0,0,0
166,2.7667,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,1,0,2,0
167,2.7833,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,0,2,0,3
168,2.8,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,1,4,0,2
169,2.8167,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,1,0,2,0,0
170,2.8333,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,0,3,0,0
171,2.85,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,3,0,0,0
172,2.8667,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,1,0,0,4
173,2.8833,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,0,0,0,0
174,2.9,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,2,0,0,0,0
175,2.9167,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,0,0,0,0
176,2.9333,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,1,3,1,0
177,2.95,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,3,1,0,0,0
178,2.9667,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,0,0,0,0
179,2.9833,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,1,3,0,0
180,3.0,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,4,0,0,0,0
181,3.0167,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,0,0,0,2
182,3.0333,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,1,0,3,0,0
183,3.05,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,0,0,0,0
184,3.0667,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,0,0,0,0
185,3.0833,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,1,0,4,2
186,3.1,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,2,0,0,0,0
187,3.1167,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,0,0,0,0
188,3.1333,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,1,0,1,0,0
189,3.15,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,3,0,0,4,0
190,3.1667,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,2,0,0,0,0
191,3.1833,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,0,0,0,0
192,3.2,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,1,0,0,0
193,3.2167,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,1,0,0,0
194,3.2333,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,2,0,0,0,0
195,3.25,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,1,0,0,4,4
196,3.2667,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,1,0,0,0
197,3.2833,synthetic_seed42_n900_event450,orientation,,False,0,monitoring,0,0,0,0,0
198,3.3,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,0,1
199,3.3167,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,1,1
200,3.3333,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,3,1,1
201,3.35,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,3,0,3
202,3.3667,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,3,0,0
203,3.3833,synthetic_seed42_n900_event450,fire planning,,False,1,planning,2,1,1,1,1
204,3.4,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,1,1
205,3.4167,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,0,1
206,3.4333,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,0,1
207,3.45,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,0,1,1,1
208,3.4667,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,3,1,1
209,3.4833,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,1,1
210,3.5,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,3,1,1
211,3.5167,synthetic_seed42_n900_event450,fire planning,,False,1,planning,2,1,1,1,1
212,3.5333,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,0,0
213,3.55,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,1,1
214,3.5667,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,3,1,1,1
215,3.5833,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,1,0
216,3.6,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,1,0
217,3.6167,synthetic_seed42_n900_event450,fire planning,,False,1,planning,2,1,1,1,1
218,3.6333,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,1,0
219,3.65,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,2,1
220,3.6667,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,2,2,1
221,3.6833,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,1,1
222,3.7,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,3,1,0
223,3.7167,synthetic_seed42_n900_event450,fire planning,,False,1,planning,4,1,1,1,1
224,3.7333,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,1,1
225,3.75,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,4,1,1
226,3.7667,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,1,4
227,3.7833,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,3,1,1
228,3.8,synthetic_seed42_n900_event450,fire planning,,False,1,planning,2,1,3,0,1
229,3.8167,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,3,1,1
230,3.8333,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,2,1,0
231,3.85,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,3,0,1
232,3.8667,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,3,1,1
233,3.8833,synthetic_seed42_n900_event450,fire planning,,False,1,planning,2,1,1,1,1
234,3.9,synthetic_seed42_n900_event450,fire planning,,False,1,planning,2,1,1,1,1
235,3.9167,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,3,1,0
236,3.9333,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,1,4
237,3.95,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,3,1,1
238,3.9667,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,0,1,0,1
239,3.9833,synthetic_seed42_n900_event450,fire planning,,False,0,monitoring,0,1,3,0,0
240,4.0,synthetic_seed42_n900_event450,fire planning,,False,0,monitoring,1,1,2,1,1
241,4.0167,synthetic_seed42_n900_event450,fire planning,,False,1,planning,2,1,1,1,4
242,4.0333,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,0,1
243,4.05,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,1,0
244,4.0667,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,1,0
245,4.0833,synthetic_seed42_n900_event450,fire planning,,False,1,planning,2,1,3,1,1
246,4.1,synthetic_seed42_n900_event450,fire planning,,False,1,planning,2,1,3,1,1
247,4.1167,synthetic_seed42_n900_event450,fire planning,,False,1,planning,3,1,3,1,1
248,4.1333,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,3,1,1
249,4.15,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,3,1,3
250,4.1667,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,1,1
251,4.1833,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,1,0
252,4.2,synthetic_seed42_n900_event450,fire planning,,False,1,planning,2,1,1,1,0
253,4.2167,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,3,1,0,1
254,4.2333,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,3,3,1
255,4.25,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,3,1,0
256,4.2667,synthetic_seed42_n900_event450,fire planning,,False,3,executing,2,3,3,1,1
257,4.2833,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,0,1
258,4.3,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,1,1
259,4.3167,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,1,2
260,4.3333,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,1,0
261,4.35,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,0,1,1,1
262,4.3667,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,3,1,2
263,4.3833,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,1,1
264,4.4,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,4,1,0,1
265,4.4167,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,4,1,1,4
266,4.4333,synthetic_seed42_n900_event450,fire planning,,False,1,planning,2,1,1,1,1
267,4.45,synthetic_seed42_n900_event450,fire planning,,False,1,planning,4,4,1,1,1
268,4.4667,synthetic_seed42_n900_event450,fire planning,,False,1,planning,2,1,1,1,1
269,4.4833,synthetic_seed42_n900_event450,fire planning,,False,1,planning,2,1,1,0,1
270,4.5,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,4,1,1,3
271,4.5167,synthetic_seed42_n900_event450,fire planning,,False,1,planning,2,1,3,1,0
272,4.5333,synthetic_seed42_n900_event450,fire planning,,False,1,planning,2,1,1,1,3
273,4.55,synthetic_seed42_n900_event450,fire planning,,False,1,planning,2,1,1,1,1
274,4.5667,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,4,0,0
275,4.5833,synthetic_seed42_n900_event450,fire planning,,False,1,planning,4,4,1,1,1
276,4.6,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,1,1
277,4.6167,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,4,1,3
278,4.6333,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,2,0,1
279,4.65,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,0,1,1
280,4.6667,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,3,1,1
281,4.6833,synthetic_seed42_n900_event450,fire planning,,False,1,planning,4,3,1,1,1
282,4.7,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,1,1
283,4.7167,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,4,1
284,4.7333,synthetic_seed42_n900_event450,fire planning,,False,1,planning,2,1,4,1,1
285,4.75,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,1,1
286,4.7667,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,0,1
287,4.7833,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,0,0,1,1
288,4.8,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,0,1
289,4.8167,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,1,1
290,4.8333,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,3,1,0
291,4.85,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,1,1
292,4.8667,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,1,1
293,4.8833,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,1,1
294,4.9,synthetic_seed42_n900_event450,fire planning,,False,1,planning,2,1,1,1,1
295,4.9167,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,0,1
296,4.9333,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,1,1
297,4.95,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,1,1
298,4.9667,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,3,1,0
299,4.9833,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,1,0
300,5.0,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,1,1
301,5.0167,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,1,1
302,5.0333,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,1,0
303,5.05,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,2,1,1
304,5.0667,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,1,0
305,5.0833,synthetic_seed42_n900_event450,fire planning,,False,1,planning,1,1,1,1,1
